,id,title,runtime,vote_average
9447,13371,Sex Lives of the Potato Men,82.0,5.1
34939,33316,London's Trafalgar Square,1.0,5.1
41996,417427,The Good Boy,95.0,5.1
23541,68247,The Wrath of God,111.0,5.1
24115,96600,Grassroots,98.0,5.1
4986,39282,Funny Lady,136.0,5.1
19344,89691,ATM,90.0,5.1
15789,8886,Palermo Shooting,108.0,5.1
43879,10572,Michel Vaillant,103.0,5.1
35111,321621,The Throwaways,90.0,5.1
19166,40770,Spirit Camp,0.0,5.1
12251,64942,Mary,83.0,5.1
3320,1499,Teenage Mutant Ninja Turtles III,96.0,5.1
32718,115616,Hawks,110.0,5.1
30548,207909,Battle of Westerplatte,0.0,5.1
17128,43385,Born to Be Bad,94.0,5.1
22736,137566,Between Us,90.0,5.1
681,37144,True Crime,94.0,5.1
41005,286567,Max Steel,92.0,5.1
32710,26847,Santa Baby,89.0,5.1
44124,77060,"Mary Poppins, Goodbye",141.0,5.1
9618,6439,Racing Stripes,102.0,5.1
25205,203834,Jessabelle,90.0,5.1
41328,37432,Fab Five: The Texas Cheerleader Scandal,88.0,5.1
35552,214129,Bakit Hindi Ka Crush Ng Crush Mo?,100.0,5.1
36858,260163,Apocalyptic,84.0,5.1
25162,238589,Enemies Closer,85.0,5.1
8095,65596,The Spaceman and King Arthur,93.0,5.1
6590,23325,At War with the Army,93.0,5.1
37160,72615,Exposed,90.0,5.1
16511,31654,The Strongest Man in the World,92.0,5.1
20075,63517,The Turn of the Screw,89.0,5.1
42385,360924,Red Billabong,113.0,5.1
25546,222216,Special ID,98.0,5.1
41671,98596,Overdose,105.0,5.1
10257,6519,The Dukes of Hazzard,104.0,5.1
9896,27271,Eye of the Tiger,92.0,5.1
37972,61908,Canon City,82.0,5.1
35136,367551,American Hero,86.0,5.1
41795,397717,Barry,104.0,5.1
14743,72241,Unconquered,146.0,5.1
10083,27,9 Songs,66.0,5.1
35132,299579,Northpole,0.0,5.1
12818,14154,War Games: The Dead Code,96.0,5.1
28340,134656,I Love Sarah Jane,14.0,5.1
16522,88376,Visit to a Small Planet,85.0,5.1
2145,48311,Parasite,85.0,5.1
28335,11425,"Honey, We Shrunk Ourselves",74.0,5.1
23215,30844,Beauty and the Beast,90.0,5.1
5112,12705,Smokey and the Bandit II,100.0,5.1
19786,52001,Citadel,85.0,5.1
41003,374515,Stalked by My Doctor,90.0,5.1
692,29649,Sunset Park,99.0,5.1
18575,84259,Hearts of the West,102.0,5.1
16513,18562,Gung Ho!,88.0,5.1
15288,29151,Brief Interviews with Hideous Men,80.0,5.1
17976,70009,The River Murders,93.0,5.1
9570,147747,Wetherby,102.0,5.1
774,44535,Somebody to Love,102.0,5.1
25391,40456,The Viking Queen,91.0,5.1
36868,74727,Long Pigs,81.0,5.1
30425,72845,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",104.0,5.1
3658,37744,Rocketship X-M,77.0,5.1
32666,253255,Fort Tilden,95.0,5.1
27911,63154,Zenith,93.0,5.1
6717,19555,9 Dead Gay Guys,83.0,5.1
11210,13816,Idlewild,121.0,5.1
38001,301056,Enchanted Kingdom,87.0,5.1
13069,73059,Kozara,124.0,5.1
8548,33710,Paris Blues,98.0,5.1
14727,23410,The Thaw,90.0,5.1
18008,69310,Beginning of the Great Revival,124.0,5.1
43241,404584,From a House on Willow Street,90.0,5.1
9741,37527,Dr. Giggles,95.0,5.1
31943,69326,Gothic & Lolita Psycho,88.0,5.1
32659,12448,The Hunchback of Notre Dame II,68.0,5.1
12457,37300,The Woman in White,109.0,5.1
8123,19893,Flipper,87.0,5.1
42042,107319,Wheels of Fire,81.0,5.1
18587,71771,Knuckle,97.0,5.1
12888,13256,Mutant Chronicles,111.0,5.1
35060,221801,Naked as We Came,84.0,5.1
30441,289239,Mostly Ghostly: Have You Met My Ghoulfriend?,91.0,5.1
11914,63096,Tea and Sympathy,122.0,5.1
26429,142308,Santa Paws 2: The Santa Pups,88.0,5.1
22722,97794,The Road,110.0,5.1
36792,382725,Sociopathia,86.0,5.1
26420,41589,Trading Mom,82.0,5.1
6592,31579,God Told Me To,91.0,5.1
19771,127493,Stolen,96.0,5.1
43662,289269,Lady Bloodfight,97.0,5.1
26417,43448,Rachel and the Stranger,80.0,5.1
6553,13778,Dickie Roberts: Former Child Star,98.0,5.1
4349,30502,Big Top Pee-wee,86.0,5.1
9076,63054,Fetishes,84.0,5.1
117,78406,Steal Big Steal Little,113.0,5.1
5144,24585,Fraternity Vacation,94.0,5.1
6701,12772,Leap of Faith,108.0,5.1
42483,57005,Eternal Summer,105.0,5.1
31469,169644,Stalled,81.0,5.1
610,46029,Two Much,118.0,5.1
2337,10658,Howard the Duck,110.0,5.1
5077,26200,The Nude Bomb,94.0,5.1
30452,103014,'Twas the Night,84.0,5.1
25145,102629,El Gringo,98.0,5.1
30450,24020,Johnny Tsunami,88.0,5.1
11208,24115,How to Eat Fried Worms,98.0,5.1
8020,9680,Uncle Sam,89.0,5.1
31279,56766,The Riverman,91.0,5.1
17272,44912,Green Lantern,114.0,5.1
41712,381935,Jack Goes Home,100.0,5.1
13237,13954,Alien Raiders,85.0,5.1
11483,10908,Inferno,95.0,5.1
28206,57548,Lilla Jönssonligan på styva linan,104.0,5.1
24243,246403,Tusk,102.0,5.1
24295,227707,The Adventurer: The Curse of the Midas Box,99.0,5.1
44270,423988,Kill Switch,91.0,5.1
24268,151368,Open Windows,101.0,5.1
25599,18969,Demon Hunter,78.0,5.1
22531,91052,18 Years Old and Rising,92.0,5.1
24245,37630,Protektor,98.0,5.1
433,19176,The Cowboy Way,102.0,5.1
34842,70747,Huacho,89.0,5.1
44939,459928,12 Feet Deep,85.0,5.1
39694,403119,47 Meters Down,89.0,5.1
19437,20069,Manual of Love 2,120.0,5.1
15862,22136,Ricky,90.0,5.1
22495,71847,Fast Food,92.0,5.1
25693,227359,Force of Execution,98.0,5.1
4007,11649,Masters of the Universe,106.0,5.1
16351,1361,The Return of the King,98.0,5.1
6965,11811,Leprechaun,92.0,5.1
2586,8487,Wild Wild West,106.0,5.1
23281,242310,Rage,98.0,5.1
4985,33668,Designing Woman,118.0,5.1
7740,21544,Hope Springs,90.0,5.1
8017,55441,Fancy Pants,92.0,5.1
7739,35151,Hello Again,96.0,5.1
30049,281418,The Lookalike,100.0,5.1
21100,6636,The Mugger,67.0,5.1
25698,70984,"Silent Night, Deadly Night 5: The Toy Maker",90.0,5.1
39680,347642,Bite,90.0,5.1
2385,9849,My Favorite Martian,94.0,5.1
4953,39775,Caged Heat,83.0,5.1
14460,27258,Home Movie,77.0,5.1
10940,9904,The Wild,94.0,5.1
32523,99762,Salem Falls,84.0,5.1
39442,189696,Mickey Mouse in Vietnam,1.0,5.1
17672,18634,Puzzlehead,81.0,5.1
2109,47695,Juno and the Paycock,85.0,5.1
20470,122857,Universal Soldier: Day of Reckoning,114.0,5.1
33265,22371,Minutemen,98.0,5.1
4946,31674,Cousins,109.0,5.1
28205,54257,Lilla Jönssonligan och Cornflakeskuppen,90.0,5.1
8016,22976,Biggles,108.0,5.1
28203,49874,Kommissarie Späck,82.0,5.1
10664,9568,The Dentist,92.0,5.1
13431,15105,Still Waiting...,90.0,5.1
945,57575,The Last Time I Saw Paris,116.0,5.1
23482,173908,Sunlight Jr.,94.0,5.1
7145,54045,The Code,116.0,5.1
34410,142412,Kaun?,100.0,5.0
41168,291413,Within,88.0,5.0
38220,391578,"New York, New York",106.0,5.0
35416,67560,Yuriko's Aroma,74.0,5.0
20718,79816,Thank God He Met Lizzie,91.0,5.0
42262,414392,Ukonvaaja,88.0,5.0
43916,76706,Christmas Mail,89.0,5.0
3452,55667,Carnosaur 3: Primal Species,85.0,5.0
38218,376292,Paradox,90.0,5.0
9716,61574,Jeremy,84.0,5.0
40368,37202,The Home Teachers,82.0,5.0
28370,28656,"Ilsa, the Mad Butcher",90.0,5.0
9031,48706,Josh and S.A.M.,96.0,5.0
20821,183015,American Kickboxer 2,93.0,5.0
37950,356300,How to Plan an Orgy in a Small Town,101.0,5.0
6728,21059,Girls Will Be Girls,79.0,5.0
27266,27978,The Woman on Pier 13,73.0,5.0
44955,204997,Murder with Pictures,69.0,5.0
19725,172474,The Juche Idea,62.0,5.0
28375,175287,Lost and Found,106.0,5.0
29015,293771,Dead Rising: Watchtower,118.0,5.0
13696,2049,How to Cook Your Life,93.0,5.0
34409,165066,Dil Kya Kare,158.0,5.0
27570,69168,Stella: Live in Boston,0.0,5.0
614,123505,A Modern Affair,90.0,5.0
1426,88423,The Quiet Room,93.0,5.0
44510,75294,The Invisible Man,89.0,5.0
27681,73065,The Humanoid,100.0,5.0
27796,48419,God Speed You! Black Emperor,90.0,5.0
7483,45044,Friday Night,90.0,5.0
27434,244580,Low Down,119.0,5.0
28049,102959,Trinity and Sartana Are Coming,103.0,5.0
21848,109091,The Counselor,117.0,5.0
11801,31866,Sylvia Scarlett,95.0,5.0
36231,170292,Being in the World,81.0,5.0
18444,50357,Apollo 18,86.0,5.0
9084,37431,No Way Back,91.0,5.0
28047,146079,Django and Sartana Are Coming... It's the End,90.0,5.0
25346,124207,The Devil and Holy Water,0.0,5.0
28640,27638,Rio,77.0,5.0
21852,81622,Cinema Komunisto,100.0,5.0
35173,98456,The Girl on the Stone,104.0,5.0
29038,47745,Southside 1-1000,73.0,5.0
45415,275331,The Hunters,72.0,5.0
15612,112383,Lampaansyöjät,96.0,5.0
4081,125099,Unmade Beds,95.0,5.0
17807,87063,In Vanda's Room,170.0,5.0
43121,54911,The Amazing Truth About Queen Raquela,80.0,5.0
19790,12594,Wishmaster 2: Evil Never Dies,96.0,5.0
41333,30614,Strange Impersonation,68.0,5.0
29020,180721,Blueberry Hill,93.0,5.0
29021,44119,Born Killers,87.0,5.0
2040,37530,House II: The Second Story,88.0,5.0
15591,18848,The Inner Life of Martin Frost,94.0,5.0
25644,16412,Chasing Christmas,81.0,5.0
14997,20825,I Hate Valentine's Day,98.0,5.0
20944,155596,Tokyo Trial,277.0,5.0
12684,2982,The Lost World,97.0,5.0
28288,11925,Naked,94.0,5.0
40057,406429,League of Gods,130.0,5.0
41376,279558,Der Teufel mit den drei goldenen Haaren,,5.0
20983,95771,Bush Mama,97.0,5.0
18700,167112,Deserter,0.0,5.0
19660,98066,The Babymakers,98.0,5.0
12942,14458,Altered,88.0,5.0
15622,40818,Pretty Bird,120.0,5.0
37833,12607,Kamikaze 1989,106.0,5.0
44680,172011,Last Words,13.0,5.0
8962,1483,Begotten,78.0,5.0
24832,103972,Out of Bounds,73.0,5.0
40450,196469,Animals with the Tollkeeper,103.0,5.0
35398,58550,Memoirs of a Teenage Amnesiac,124.0,5.0
36205,82575,Indian,178.0,5.0
4450,86093,Cookie,94.0,5.0
28978,5833,Casper's Haunted Christmas,84.0,5.0
28398,73551,Tarzan's Savage Fury,81.0,5.0
18507,93834,The Overcoat,101.0,5.0
25366,105398,Death Steps in the Dark,91.0,5.0
25020,17143,Fast Track: No Limits,96.0,5.0
34852,79367,The Venetian Affair,89.0,5.0
21805,49004,Beneath the Dark,102.0,5.0
9289,10046,Blueberry,124.0,5.0
21807,197926,Sincerely Yours,115.0,5.0
28660,85025,Memory Lane,98.0,5.0
45357,100671,The Witchmaker,99.0,5.0
14970,194931,Guest of Cindy Sherman,88.0,5.0
14003,40071,Darlings!,101.0,5.0
35193,299145,Stranded,86.0,5.0
42278,100185,Return Home,87.0,5.0
28967,11651,Hui Buh,103.0,5.0
37924,142914,In Search of Blind Joe Death: The Saga of John Fahey,58.0,5.0
25132,27996,Dr. Dolittle: Tail to the Chief,85.0,5.0
36200,20916,Style,159.0,5.0
21790,100461,The Christian Revolt,100.0,5.0
20875,53101,Manborg,75.0,5.0
34478,3565,Underground,84.0,5.0
34768,67087,Curtains,89.0,5.0
41094,282225,The Choice,104.0,5.0
21059,127884,Come Out and Play,87.0,5.0
45297,25667,Little Moscow,114.0,5.0
27294,33002,New World Order,83.0,5.0
44660,292033,Alexander Graham Bell: The Sound and the Silence,0.0,5.0
40245,199644,Honeymoon,92.0,5.0
41123,113649,Be with Me,100.0,5.0
44942,217917,The Wrong Road,62.0,5.0
28270,122229,Angel's Leap,95.0,5.0
43886,387999,The High Schooler's Guide to College Parties,90.0,5.0
27408,140032,The Fountain of Youth,27.0,5.0
19940,55615,Burn Up!,50.0,5.0
21341,17275,The All Together,84.0,5.0
19856,84326,Putin’s Kiss,85.0,5.0
28996,9673,Voll Normaaal,91.0,5.0
43050,121539,Torn Apart,84.0,5.0
15683,44140,Miss Sadie Thompson,91.0,5.0
41121,397514,The Windmill Massacre,85.0,5.0
34433,276846,Badal,173.0,5.0
27996,92316,Yeti: The Giant of the 20th Century,118.0,5.0
28066,212836,People in Places,83.0,5.0
42266,283959,Diary of a Lover,92.0,5.0
44649,165023,Retaliation,94.0,5.0
21237,126523,Taming of the Fire,166.0,5.0
35072,42649,The Queen,68.0,5.0
25337,39928,H6: Diary of a Serial Killer,92.0,5.0
36048,44554,A Man Called Hero,116.0,5.0
2260,9626,Red Sonja,89.0,5.0
18442,58391,Three Wise Men,0.0,5.0
19658,66893,The White Angel,100.0,5.0
28377,99449,The Iguana with the Tongue of Fire,92.0,5.0
34424,165573,Kya Kehna,0.0,5.0
15983,73348,Where Love Has Gone,111.0,5.0
34438,294741,The Falling,102.0,5.0
35286,36748,Raggedy Ann & Andy: A Musical Adventure,84.0,5.0
21147,125374,Minamata: The Victims and Their World,105.0,5.0
21033,118737,Interview with a Hitman,95.0,5.0
19718,80048,Rid Of Me,0.0,5.0
35798,159849,Why We Fight: Divide and Conquer,57.0,5.0
25336,48443,The Hearts of Age,8.0,5.0
25138,46302,Drive Thru,83.0,5.0
42276,51374,Allez Oop,21.0,5.0
40449,321142,That Summer of White Roses,99.0,5.0
25140,66018,Drunken Master III,91.0,5.0
40071,225038,Children of the Age,38.0,5.0
34439,53554,Hundhotellet,68.0,5.0
13279,87790,Brotherhood of Death,85.0,5.0
19764,63957,Bear with Me,96.0,5.0
24824,85651,Youngblood,90.0,5.0
35776,289190,Felt,80.0,5.0
34780,92787,Transylvania Twist,90.0,5.0
28384,95744,La montaña rusa,110.0,5.0
40488,59053,The Raffle,93.0,5.0
25395,225499,Three Wise Fools,90.0,5.0
17894,126004,Five,74.0,5.0
25166,155130,The Forgotten Faces,18.0,5.0
11561,9757,Norbit,101.0,5.0
28337,218393,"Standing Aside, Watching",98.0,5.0
29111,255979,Balnearios,80.0,5.0
19894,46114,The 36 Crazy Fists,90.0,5.0
308,28033,Stuart Saves His Family,95.0,5.0
20692,96535,Patience (After Sebald),90.0,5.0
572,68806,The Escort,92.0,5.0
35931,84248,La Tête d'un Homme,90.0,5.0
14000,18440,Days of Darkness,89.0,5.0
29114,52736,Hardbodies,88.0,5.0
20939,28258,The Secret Six,83.0,5.0
27705,83897,Uprise,99.0,5.0
35930,184819,Poil de Carotte,108.0,5.0
35450,200998,Three Bewildered People in the Night,92.0,5.0
34301,241174,Beloved Enemy,154.0,5.0
27221,289318,Mars,0.0,5.0
21042,124227,Attack on the Iron Coast,89.0,5.0
43970,26873,To The Stars By Hard Ways,148.0,5.0
6440,287811,Boys Life 4: Four Play,0.0,5.0
20685,20989,18 Fingers of Death!,87.0,5.0
35929,153444,David Golder,86.0,5.0
27225,95137,The Feminine Touch,97.0,5.0
35154,84186,China Heavyweight,89.0,5.0
34822,46734,Eva,111.0,5.0
16013,37438,"Road, Movie",95.0,5.0
28200,93222,Kvarteret Skatan reser till Laholm,83.0,5.0
35269,249567,Night Into Morning,86.0,5.0
35782,32643,The Love Bug,88.0,5.0
17901,42707,Road to Nowhere,121.0,5.0
20907,82501,The Woman in the Fifth,85.0,5.0
1413,50091,Boys Life 2,74.0,5.0
38251,176321,New Year's Eve,66.0,5.0
42346,22154,Stan Lee Presents: Mosiac,72.0,5.0
44547,49578,The Alive and the Dead,201.0,5.0
19956,76349,1911,125.0,5.0
2371,296543,Tinseltown,0.0,5.0
42506,201752,Traitors,83.0,5.0
44548,115788,Love Hotel,88.0,5.0
43965,164144,Red Hollywood,90.0,5.0
29108,126883,The Wild Ones,130.0,5.0
29109,84925,Profit Motive and the Whispering Wind,58.0,5.0
43154,56372,Shadowboxing,126.0,5.0
35155,291146,Yalom's Cure,77.0,5.0
13999,97252,Okie Noodling,57.0,5.0
4612,248757,Punks,91.0,5.0
21209,141733,Cottage Country,91.0,5.0
35925,218221,The Garden of Women,141.0,5.0
45285,182981,Nude Area,73.0,5.0
8929,2927,Moon 44,98.0,5.0
40263,34219,Chevolution,86.0,5.0
25182,49467,Little Hamlet,8.0,5.0
40306,85840,Little Boy Lost,95.0,5.0
13220,159849,Why We Fight: Divide and Conquer,57.0,5.0
35151,195867,Visitors of the Night,98.0,5.0
3181,10385,Hanging Up,94.0,5.0
29137,163523,14 Going on 30,94.0,5.0
43981,39346,Casper: A Spirited Beginning,90.0,5.0
4616,21118,Waking Up in Reno,91.0,5.0
12593,14000,Anamorph,107.0,5.0
28016,24707,Addicted to Plastic,85.0,5.0
38266,129682,Blind,132.0,5.0
21929,174988,Folies Bergère de Paris,82.0,5.0
4328,58904,Haunted Castle,38.0,5.0
28014,105891,Kawa,76.0,5.0
28012,250624,Jay Mohr: Funny for a Girl,58.0,5.0
21133,82134,I Want to Marry Ryan Banks,120.0,5.0
2364,12715,Firewalker,104.0,5.0
25821,130452,Gold Diggers in Paris,97.0,5.0
25559,261820,Goodbye to All That,87.0,5.0
13065,120828,The Great K&A Train Robbery,53.0,5.0
29122,270336,The Angel of Vengeance - The Female Hamlet,86.0,5.0
398,172923,Dos Crímenes,0.0,5.0
35928,322400,Faces of November,12.0,5.0
27771,257534,The Shoe,83.0,5.0
43771,117422,Make Way For A Lady,65.0,5.0
34826,13732,The Red Inn,90.0,5.0
41322,134705,Amazon,87.0,5.0
43974,266135,Tail Gunner Joe,145.0,5.0
43980,47033,Day of the Full Moon,93.0,5.0
571,21352,Andre,94.0,5.0
13476,40227,Playing for Keeps,102.0,5.0
42451,390357,King of the Belgians,94.0,5.0
10507,25763,Damnation Alley,91.0,5.0
36279,206292,The Desert,98.0,5.0
35456,45166,All My Sons,95.0,5.0
21919,82627,Man On a Mission: Richard Garriott's Road to the Stars,94.0,5.0
44900,424643,Bad Ben,86.0,5.0
11655,25530,First on the Moon,75.0,5.0
21127,141955,A Flea In Her Ear,94.0,5.0
15997,47426,South of the Border,78.0,5.0
41081,339894,The Burrow,110.0,5.0
21583,183825,Bad Men of Missouri,71.0,5.0
24799,30302,Death In Love,97.0,5.0
34367,46373,Bade Miyan Chote Miyan,142.0,5.0
350,888,The Flintstones,91.0,5.0
2446,47288,The King and I,87.0,5.0
25558,142119,Food Stamped,60.0,5.0
40270,27696,The Thirsting,90.0,5.0
36071,323435,One & Two,90.0,5.0
18706,288291,What Is to Be Done?,90.0,5.0
41155,319096,Whitney,90.0,5.0
29071,273341,The Unknown Cyclist,96.0,5.0
27672,93556,Prairie Love,81.0,5.0
44504,83459,The Mechanic Gavrilov's Beloved Woman,79.0,5.0
20715,55663,Dinosaurus!,85.0,5.0
15015,161179,Shakti: The Power,170.0,5.0
16008,4921,Vivere,102.0,5.0
9684,135473,The Ballad of the Sad Cafe,101.0,5.0
41187,117038,Love and Diane,155.0,5.0
18563,83716,Fake,0.0,5.0
20893,68761,A Brooklyn State of Mind,89.0,5.0
45390,99104,Bloodletting,89.0,5.0
17843,38743,The Dukes,96.0,5.0
28410,208028,Exhibition,104.0,5.0
13470,17158,They Wait,89.0,5.0
40250,85483,Something Evil,73.0,5.0
13321,162865,Why We Fight: War Comes to America,70.0,5.0
21431,81780,A golpes,0.0,5.0
27761,47448,Remonstrance,97.0,5.0
42448,324326,Uncle Kent 2,73.0,5.0
25723,201076,Mirage Men,85.0,5.0
28355,26666,Calcutta,83.0,5.0
27763,205504,The Gardener,34.0,5.0
35478,76354,Video Girl,95.0,5.0
44645,455043,God of War,130.0,5.0
28639,183039,Broken Blossoms,84.0,5.0
27766,133643,Karin Daughter of Ingmar,115.0,5.0
3197,127602,Happy Go Lovely,97.0,5.0
15885,33009,Remarkable Power,91.0,5.0
21393,147276,Jay and Silent Bob Go Down Under,60.0,5.0
38229,127776,Because They're Young,102.0,5.0
28351,21775,The Stone Council,102.0,5.0
43452,333295,Uncertain,82.0,5.0
28348,243938,Hot Tub Time Machine 2,93.0,5.0
622,19042,All Dogs Go to Heaven 2,82.0,5.0
3254,26928,Buck and the Preacher,102.0,5.0
42248,293091,When the Heavens Fell,100.0,5.0
3314,34746,Death Wish 5: The Face of Death,95.0,5.0
10504,68013,Week-End in Havana,81.0,5.0
12964,38226,Moonbase,90.0,5.0
42247,106742,Stolen Death,88.0,5.0
35273,104194,10+10,114.0,5.0
42246,124979,Juha,101.0,5.0
34815,282298,Surfacing,89.0,5.0
9092,55902,American Perfekt,100.0,5.0
24788,280134,The Sweet Ride,110.0,5.0
19922,91333,Recoil,94.0,5.0
4601,125707,Innocence,94.0,5.0
28619,125344,Independence,77.0,5.0
21049,63923,Opera Jawa,120.0,5.0
21900,38221,Space Amoeba,84.0,5.0
9192,35735,Badding,103.0,5.0
28026,191096,The Green Van,135.0,5.0
35771,143355,The Battle of Sutjeska,117.0,5.0
28341,42153,Céleste,107.0,5.0
35884,26314,"Job, czyli ostatnia szara komórka",95.0,5.0
28003,89720,Kiss of the Tarantula,85.0,5.0
35706,336313,Hell & Back,86.0,5.0
35942,43462,Panic,91.0,5.0
10587,43176,Ziegfeld Follies,110.0,5.0
41203,385372,Chalk It Up,90.0,5.0
9036,35610,Philadelphia Experiment II,97.0,5.0
40304,285400,Out of This World,96.0,5.0
29078,276904,Underwater Dreams,86.0,5.0
2335,9423,Virus,99.0,5.0
25427,42710,Silent Madness,93.0,5.0
38101,348025,Families,113.0,5.0
18037,139467,Camouflage,106.0,5.0
25193,259610,Bastards,83.0,5.0
34349,318562,Gopi Kishan,0.0,5.0
21877,180688,Deep Dark Canyon,90.0,5.0
29083,106717,The Last Will and Testament of Rosalind Leigh,82.0,5.0
7433,41651,Ghost in the Machine,104.0,5.0
27417,219233,The River Fuefuki,117.0,5.0
35564,40119,Drop,121.0,5.0
41427,378480,Il Solengo,70.0,5.0
41188,85125,I for India,70.0,5.0
27750,122479,The Private Life of a Cat,22.0,5.0
24975,285843,October Gale,91.0,5.0
27726,96306,Anotherworld,109.0,5.0
28234,51854,The Shepherd,86.0,5.0
4251,24470,"South of Heaven, West of Hell",104.0,5.0
599,261246,Century,112.0,5.0
21517,180318,The Chicago 8,88.0,5.0
42327,297160,XX,80.0,5.0
44531,4049,The Glass Cell,93.0,5.0
18545,108222,Tin Pan Alley,94.0,5.0
43897,18866,Knots,93.0,5.0
28132,63775,Burn Paris Burn,,5.0
4496,4296,Millennium,108.0,5.0
28807,82598,21 Hours at Munich,101.0,5.0
28809,181269,Secrets of a Married Man,100.0,5.0
28495,198772,The Protagonists,105.0,5.0
236,27303,Hideaway,103.0,5.0
34625,33624,Double zéro,90.0,5.0
4498,39197,Miss Firecracker,102.0,5.0
40290,295621,Eyes of a Thief,98.0,5.0
4246,47596,Snow days,90.0,5.0
25235,27884,The Story of Robin Hood and His Merrie Men,0.0,5.0
15616,149114,Seven Angry Men,90.0,5.0
43168,121688,Wild Field,108.0,5.0
41189,111103,Photographic Memory,87.0,5.0
36009,162505,One Way or Another,78.0,5.0
34646,66175,I Was a Shoplifter,74.0,5.0
40170,128900,Hip hip hurra!,110.0,5.0
25607,36294,Evasive Action,91.0,5.0
34716,254309,"Ogaryova Street, Number 6",87.0,5.0
21152,67272,Känd från TV,101.0,5.0
44606,259645,"How Far, How Near",95.0,5.0
35335,44099,Temptation,98.0,5.0
7456,91226,Demon Lover Diary,90.0,5.0
36137,137533,Revenge of the Stepford Wives,96.0,5.0
38052,193899,The Burglar’s Dilemma,15.0,5.0
40461,392091,Los Punks: We Are All We Have,79.0,5.0
17777,31167,Follow Me Quietly,60.0,5.0
40539,385654,Life Is a Trumpet,92.0,5.0
15904,9639,Grimm Love,87.0,5.0
28496,14505,Bachelor Party Vegas,91.0,5.0
36035,301729,Terminus,94.0,5.0
9285,57558,Vacuuming Completely Nude in Paradise,76.0,5.0
42326,419371,Abbey Grace,83.0,5.0
18646,71254,Arena,94.0,5.0
15833,207681,Mister Buddwing,100.0,5.0
24910,78399,The Savior,90.0,5.0
17598,120995,Tevye,93.0,5.0
27738,163366,Spend It All,43.0,5.0
28841,97559,Mako: The Jaws of Death,91.0,5.0
37811,125531,Pripyat,100.0,5.0
28696,70202,Patty Hearst,108.0,5.0
17884,27439,Slaughter Hotel,97.0,5.0
41215,173873,Courage for Every Day,85.0,5.0
18022,57602,A Screaming Man,92.0,5.0
42300,268297,The Film Critic,90.0,5.0
3455,5241,Two Moon Junction,104.0,5.0
25757,251959,Eye for an Eye,20.0,5.0
9286,13437,Avenging Angelo,97.0,5.0
19684,27420,Graduation Day,96.0,5.0
20772,96090,Seeking Asian Female,80.0,5.0
34590,250029,Absence,112.0,5.0
35849,279006,Kent State,0.0,5.0
37810,255548,The Soul of the Bone,74.0,5.0
11486,9053,DOA: Dead or Alive,87.0,5.0
27741,137008,small roads,103.0,5.0
35762,198667,Man on Horseback,0.0,5.0
17590,101653,The Magnificent Yankee,80.0,5.0
18596,106199,Así es la vida...,98.0,5.0
27689,44552,Bit by Bit,85.0,5.0
25526,257563,Narcissus,22.0,5.0
14260,142084,Hiroshima,80.0,5.0
34617,39850,Eros,104.0,5.0
17881,148327,Novena,97.0,5.0
4500,27418,Next of Kin,108.0,5.0
28697,109102,Picture Mommy Dead,82.0,5.0
18664,184507,The Plastic Age,73.0,5.0
43169,52400,Yoroi: Samurai zombie,0.0,5.0
27345,68744,Johnny Skidmarks,96.0,5.0
18048,82020,The Carpenter,89.0,5.0
35658,15994,Cut Loose,100.0,5.0
37686,143839,Nothing But the Best,99.0,5.0
42852,172297,The Shimmering Beast,128.0,5.0
40545,86462,The Candy Tangerine Man,95.0,5.0
41394,129383,Something Like It,103.0,5.0
9048,18392,Embrace of the Vampire,92.0,5.0
36152,11089,Black Box BRD,102.0,5.0
8986,25674,Shout,89.0,5.0
6359,15486,The Bank,104.0,5.0
44918,187602,Once More,87.0,5.0
40169,197528,s/y Glädjen,89.0,5.0
34647,69592,Iron Man,81.0,5.0
40220,197446,Hattrick,110.0,5.0
10475,18428,Confess,90.0,5.0
28742,13277,Contract Killers,86.0,5.0
6645,10438,Beethoven's 2nd,89.0,5.0
28544,112649,Too Many Ways to Be No. 1,90.0,5.0
42454,39315,Tykho Moon,102.0,5.0
24943,206821,The Longest Week,86.0,5.0
6408,68927,Born to Be Wild,100.0,5.0
2353,274253,Belizaire the Cajun,103.0,5.0
18496,409900,Forever Yours,75.0,5.0
633,398959,Roula,97.0,5.0
27850,227800,Here Be Dragons,79.0,5.0
25454,295698,Free the Nipple,90.0,5.0
24950,258086,The Damned,87.0,5.0
41167,338964,Bad Santa 2,87.0,5.0
1104,99479,Entertaining Angels - The Dorothy Day Story,112.0,5.0
4474,17819,Her Alibi,94.0,5.0
21078,144481,41,120.0,5.0
18620,53798,Father Takes a Wife,79.0,5.0
34908,306464,Family Guy Presents: Seth and Alex's almost live comedy show,30.0,5.0
21541,107355,The Kidnapping Of The President,114.0,5.0
13983,17199,La Moitié gauche du frigo,90.0,5.0
2401,10906,Pet Sematary II,100.0,5.0
3262,59939,Slaves to the Underground,93.0,5.0
7767,76516,Meet the Applegates,90.0,5.0
25242,27261,Orders to Kill,112.0,5.0
34698,44617,Arlette,100.0,5.0
3228,28180,Color Me Blood Red,79.0,5.0
35791,256735,The Husband She Met Online,90.0,5.0
20785,186606,iSteve,79.0,5.0
34694,64044,Musketeers 20 Years Later,300.0,5.0
